" Date","XAUUSD Open","XAUUSD Low","XAUUSD High","XAUUSD Close","XAUUSD Adj. Close","XAUUSD Volume","XAUUSD Vol  (1M)","XAUUSD Vol  (3M)","XAUUSD Vol  (6M)"
04-10-2001,"258.5500 ","256.5000 ","259.3000 ","257.6500 ","257.6500 ","0","11.17","12.47","10.79"
04-09-2001,"260.0500 ","258.2500 ","261.3000 ","258.4500 ","258.4500 ","0","11.33","12.46","10.78"
04-06-2001,"258.5500 ","257.7000 ","260.4500 ","260.0500 ","260.0500 ","0","13.11","12.57","10.93"
04-05-2001,"258.4500 ","257.7000 ","259.2500 ","258.5500 ","258.5500 ","0","14.48","12.51","11.26"
04-04-2001,"257.0500 ","256.5000 ","260.8500 ","258.4500 ","258.4500 ","0","14.69","12.52","11.29"
04-03-2001,"255.5500 ","255.1500 ","258.6000 ","257.0500 ","257.0500 ","0","14.80","12.47","11.32"
04-02-2001,"258.0500 ","254.6500 ","258.5500 ","255.5500 ","255.5500 ","0","14.60","12.40","11.30"
03-30-2001,"258.9500 ","257.3500 ","260.0500 ","257.9500 ","257.9500 ","0","14.69","12.30","11.23"
03-29-2001,"260.0500 ","258.4500 ","260.9500 ","258.9500 ","258.9500 ","0","14.74","12.49","11.23"
03-28-2001,"261.5500 ","259.5500 ","262.5000 ","260.0500 ","260.0500 ","0","14.74","12.48","11.24"
03-27-2001,"262.4500 ","261.1000 ","263.5500 ","261.5500 ","261.5500 ","0","14.83","12.44","11.23"
03-26-2001,"262.2000 ","261.0500 ","263.2500 ","262.6500 ","262.6500 ","0","16.45","12.59","11.22"
03-23-2001,"262.0500 ","261.8500 ","264.1000 ","262.3000 ","262.3000 ","0","16.77","12.60","11.23"
03-22-2001,"262.8500 ","261.1000 ","263.0500 ","262.0500 ","262.0500 ","0","16.78","12.61","11.35"
03-21-2001,"261.5500 ","260.9500 ","263.4500 ","262.9500 ","262.9500 ","0","16.88","12.60","11.56"
03-20-2001,"260.7000 ","260.6500 ","263.2500 ","261.5500 ","261.5500 ","0","17.37","12.54","11.53"
03-19-2001,"259.3500 ","258.7500 ","262.1500 ","260.7500 ","260.7500 ","0","17.36","12.57","11.58"
03-16-2001,"260.6500 ","258.4500 ","261.7500 ","259.0500 ","259.0500 ","0","17.71","12.65","11.56"
03-15-2001,"263.1500 ","259.9000 ","263.9300 ","260.6500 ","260.6500 ","0","18.44","12.60","11.56"
03-14-2001,"267.8000 ","262.8500 ","273.9500 ","263.4500 ","263.4500 ","0","18.10","12.45","11.55"
03-13-2001,"272.5500 ","267.6000 ","272.7500 ","267.8500 ","267.8500 ","0","17.03","12.05","11.32"
03-12-2001,"272.2500 ","269.6500 ","275.3500 ","272.5500 ","272.5500 ","0","15.64","11.54","11.05"
03-09-2001,"266.1500 ","265.7500 ","272.4800 ","271.7500 ","271.7500 ","0","15.65","11.61","11.04"
03-08-2001,"262.4500 ","262.1000 ","267.3500 ","267.1000 ","267.1000 ","0","15.17","11.07","10.77"
03-07-2001,"260.7500 ","260.1500 ","263.0000 ","262.4500 ","262.4500 ","0","13.88","10.55","10.46"
03-06-2001,"263.0500 ","260.0500 ","263.5500 ","260.7500 ","260.7500 ","0","13.85","10.47","10.42"
03-05-2001,"263.4500 ","261.9500 ","263.4500 ","263.0500 ","263.0500 ","0","13.74","10.36","10.35"
03-02-2001,"265.6500 ","262.4000 ","266.0500 ","262.8500 ","262.8500 ","0","13.79","10.84","10.36"
03-01-2001,"267.1500 ","265.1500 ","268.1500 ","265.6500 ","265.6500 ","0","13.92","10.65","10.26"
02-28-2001,"268.0500 ","264.7800 ","268.7500 ","267.1500 ","267.1500 ","0","13.77","10.69","10.25"
02-27-2001,"266.5500 ","265.6500 ","269.7500 ","268.2500 ","268.2500 ","0","14.14","10.69","10.26"
02-26-2001,"261.5500 ","261.5000 ","266.9500 ","266.8500 ","266.8500 ","0","14.05","11.03","10.23"
02-23-2001,"259.0500 ","258.5000 ","262.1000 ","261.5500 ","261.5500 ","0","12.39","10.49","9.82"
02-22-2001,"258.6500 ","257.2500 ","260.9500 ","259.0500 ","259.0500 ","0","11.84","10.29","9.91"
02-21-2001,"256.5500 ","256.1500 ","259.4500 ","258.6500 ","258.6500 ","0","11.98","10.67","9.91"
02-20-2001,"259.6500 ","256.2500 ","259.8000 ","256.6500 ","256.6500 ","0","11.50","10.55","9.85"
02-19-2001,"258.8500 ","258.7500 ","260.7500 ","259.6500 ","259.6500 ","0","11.44","10.32","9.72"
02-16-2001,"255.9500 ","253.8500 ","259.5500 ","258.9500 ","258.9500 ","0","11.38","10.31","9.74"
02-15-2001,"260.0500 ","255.3000 ","260.4000 ","255.8500 ","255.8500 ","0","10.52","10.00","9.62"
02-14-2001,"260.9500 ","259.8500 ","261.3500 ","259.8500 ","259.8500 ","0","9.18","9.55","9.46"
02-13-2001,"261.3500 ","260.1500 ","262.0500 ","260.9500 ","260.9500 ","0","9.09","9.53","9.47"
02-12-2001,"260.6500 ","260.5500 ","262.3500 ","261.3500 ","261.3500 ","0","9.11","9.60","9.50"
02-09-2001,"260.6500 ","259.2800 ","262.7500 ","260.6500 ","260.6500 ","0","9.04","9.59","9.50"
02-08-2001,"263.3500 ","260.6500 ","265.0000 ","260.6500 ","260.6500 ","0","9.06","9.59","9.50"
02-07-2001,"263.7500 ","262.6500 ","265.6500 ","263.3500 ","263.3500 ","0","9.09","9.38","9.50"
02-06-2001,"265.6500 ","262.1500 ","267.0500 ","263.7500 ","263.7500 ","0","9.10","9.41","9.49"
02-05-2001,"267.6300 ","265.2500 ","267.6300 ","265.6500 ","265.6500 ","0","8.81","9.33","9.44"
02-02-2001,"268.1500 ","266.7000 ","268.7500 ","267.5500 ","267.5500 ","0","8.51","9.22","9.48"
02-01-2001,"265.8500 ","265.7500 ","269.2500 ","268.7500 ","268.7500 ","0","8.40","9.19","9.46"
01-31-2001,"265.8500 ","264.2000 ","266.8000 ","265.8500 ","265.8500 ","0","7.54","8.93","9.35"
01-30-2001,"263.0500 ","262.8500 ","266.9000 ","265.9000 ","265.9000 ","0","8.51","8.94","9.35"
01-29-2001,"264.0800 ","262.4500 ","264.1500 ","263.0500 ","263.0500 ","0","7.37","8.67","9.22"
01-26-2001,"264.9500 ","262.2500 ","265.5500 ","263.0500 ","263.0500 ","0","7.37","8.67","9.22"
01-25-2001,"264.7500 ","263.1500 ","265.5000 ","264.9500 ","264.9500 ","0","7.83","8.57","9.35"
01-24-2001,"266.7500 ","263.9000 ","266.9500 ","264.7000 ","264.7000 ","0","7.95","8.56","9.34"
01-23-2001,"266.9500 ","265.5000 ","269.2500 ","266.5500 ","266.5500 ","0","7.83","8.46","9.30"
01-22-2001,"265.2500 ","264.4500 ","268.6000 ","266.9500 ","266.9500 ","0","7.83","8.54","9.31"
01-19-2001,"264.5500 ","264.0500 ","266.7500 ","264.7500 ","264.7500 ","0","7.04","8.86","9.23"
01-18-2001,"263.5500 ","263.3500 ","265.4000 ","264.5500 ","264.5500 ","0","7.34","8.86","9.25"
01-17-2001,"263.5500 ","262.9000 ","264.3000 ","263.5500 ","263.5500 ","0","8.10","8.86","9.24"
01-16-2001,"263.6500 ","262.9500 ","265.7500 ","263.5500 ","263.5500 ","0","8.10","8.89","9.24"
01-15-2001,"264.3500 ","263.3500 ","264.7000 ","263.6500 ","263.6500 ","0","8.12","8.89","9.25"
01-12-2001,"264.3500 ","263.5500 ","265.6000 ","264.3000 ","264.3000 ","0","8.41","8.89","9.25"
01-11-2001,"264.9500 ","263.4000 ","265.9500 ","264.2500 ","264.2500 ","0","8.46","8.90","9.27"
01-10-2001,"267.7500 ","264.6800 ","267.9300 ","264.9500 ","264.9500 ","0","8.71","8.90","9.42"
01-09-2001,"268.3500 ","267.0000 ","268.7000 ","267.7500 ","267.7500 ","0","8.01","9.09","9.32"
01-08-2001,"268.4000 ","267.8300 ","269.9000 ","268.3500 ","268.3500 ","0","8.32","9.95","9.39"
01-05-2001,"267.5500 ","266.8500 ","268.8500 ","268.1500 ","268.1500 ","0","8.36","10.01","9.41"
01-04-2001,"268.1500 ","266.9500 ","269.5500 ","267.5500 ","267.5500 ","0","8.31","10.13","9.40"
01-03-2001,"268.6500 ","266.4500 ","270.0500 ","268.1500 ","268.1500 ","0","10.10","10.15","9.44"
01-02-2001,"272.5000 ","267.9500 ","273.8500 ","269.2500 ","269.2500 ","0","10.04","10.12","9.45"
01-01-2001,"272.5000 ","272.5000 ","272.5000 ","272.5000 ","272.5000 ","0","9.37","9.85","9.31"
12-29-2000,"272.2500 ","271.1500 ","273.2000 ","272.2500 ","272.2500 ","0","9.50","9.92","9.31"
12-28-2000,"275.4500 ","271.4500 ","276.2000 ","272.2500 ","272.2500 ","0","10.69","9.96","9.31"
12-27-2000,"274.4500 ","274.4000 ","276.0000 ","275.2500 ","275.2500 ","0","10.75","9.73","9.37"
12-26-2000,"273.8000 ","273.3500 ","275.0500 ","274.4500 ","274.4500 ","0","10.76","9.74","9.36"
12-25-2000,"273.5500 ","273.5500 ","274.1800 ","273.8000 ","273.8000 ","0","11.64","10.01","9.36"
12-22-2000,"274.1500 ","273.2500 ","275.0800 ","273.9500 ","273.9500 ","0","11.62","10.49","9.37"
12-21-2000,"272.8500 ","272.6800 ","274.9500 ","274.1500 ","274.1500 ","0","11.68","10.48","9.50"
12-20-2000,"270.2500 ","269.8000 ","273.9500 ","272.8500 ","272.8500 ","0","11.63","10.56","10.03"
12-19-2000,"270.1500 ","269.1600 ","270.6000 ","270.2500 ","270.2500 ","0","11.26","10.44","9.99"
12-18-2000,"270.6000 ","269.8000 ","271.6000 ","270.1500 ","270.1500 ","0","11.28","10.49","10.00"
12-15-2000,"269.5500 ","269.3500 ","271.8000 ","270.9500 ","270.9500 ","0","11.27","10.68","10.06"
12-14-2000,"269.3500 ","268.4000 ","270.6800 ","269.5500 ","269.5500 ","0","11.29","10.63","10.03"
12-13-2000,"271.0500 ","268.2000 ","271.2500 ","269.0500 ","269.0500 ","0","11.29","10.63","10.03"
12-12-2000,"270.8500 ","270.2500 ","272.2500 ","270.9500 ","270.9500 ","0","10.93","10.54","9.99"
12-11-2000,"272.8500 ","270.1500 ","273.2000 ","270.8500 ","270.8500 ","0","10.96","10.54","10.08"
12-08-2000,"273.8000 ","272.3500 ","274.4500 ","272.8000 ","272.8000 ","0","10.75","10.44","10.04"
12-07-2000,"274.7500 ","273.0500 ","275.9000 ","273.8500 ","273.8500 ","0","10.61","10.42","10.07"
12-06-2000,"270.6000 ","270.3500 ","275.2800 ","274.7500 ","274.7500 ","0","10.46","10.40","10.50"
12-05-2000,"271.2000 ","270.0500 ","272.3000 ","270.5500 ","270.5500 ","0","9.30","9.93","10.27"
12-04-2000,"269.7500 ","269.4000 ","272.2500 ","271.2000 ","271.2000 ","0","9.23","9.93","10.38"
12-01-2000,"270.4500 ","268.9000 ","273.0500 ","269.4000 ","269.4000 ","0","9.01","9.86","10.33"
11-30-2000,"266.9000 ","266.3000 ","270.9000 ","270.4500 ","270.4500 ","0","8.86","9.89","10.37"
11-29-2000,"269.6500 ","266.3500 ","270.2500 ","266.5500 ","266.5500 ","0","7.39","9.42","10.20"
11-28-2000,"270.0500 ","268.7000 ","271.2500 ","269.6000 ","269.6000 ","0","6.08","9.19","10.25"
11-27-2000,"265.9500 ","265.7500 ","270.8500 ","270.0000 ","270.0000 ","0","6.03","9.58","10.49"
11-24-2000,"266.0500 ","265.7500 ","266.5800 ","266.3500 ","266.3500 ","0","4.01","9.18","11.17"
11-23-2000,"266.5500 ","265.7500 ","267.7000 ","265.8500 ","265.8500 ","0","4.50","9.18","11.17"
11-22-2000,"265.8500 ","265.5800 ","267.6500 ","266.5500 ","266.5500 ","0","6.68","9.17","11.18"
11-21-2000,"266.3500 ","265.6500 ","267.7300 ","265.8500 ","265.8500 ","0","6.62","9.21","11.19"
11-20-2000,"266.1300 ","265.7500 ","266.9500 ","266.3500 ","266.3500 ","0","6.75","9.30","11.19"
11-17-2000,"265.8500 ","265.1500 ","267.1500 ","265.7500 ","265.7500 ","0","6.79","9.45","11.23"
11-16-2000,"264.8500 ","264.6800 ","268.2500 ","266.5000 ","266.5000 ","0","6.77","9.49","11.35"
11-15-2000,"264.6500 ","264.3000 ","265.9000 ","265.0000 ","265.0000 ","0","6.37","9.45","11.32"
11-14-2000,"264.3500 ","263.9500 ","265.4500 ","264.6500 ","264.6500 ","0","6.33","9.46","11.34"
11-13-2000,"265.0000 ","264.1500 ","265.9500 ","264.3500 ","264.3500 ","0","6.28","9.47","11.36"
11-10-2000,"265.9500 ","264.2000 ","266.2800 ","264.7500 ","264.7500 ","0","7.67","9.67","11.37"
11-09-2000,"265.1500 ","263.8500 ","266.7000 ","265.9500 ","265.9500 ","0","10.70","9.64","11.36"
11-08-2000,"264.6500 ","263.8000 ","265.8000 ","265.0500 ","265.0500 ","0","10.71","9.61","11.40"
11-07-2000,"265.0500 ","263.2500 ","267.0000 ","264.4500 ","264.4500 ","0","11.12","9.77","11.40"
11-06-2000,"265.5000 ","264.6000 ","266.5000 ","265.0500 ","265.0500 ","0","11.22","9.78","11.40"
11-03-2000,"264.7500 ","264.0500 ","266.7500 ","265.1500 ","265.1500 ","0","11.23","9.80","11.40"
11-02-2000,"264.1500 ","263.7000 ","266.8500 ","264.7500 ","264.7500 ","0","11.25","9.79","11.43"
11-01-2000,"265.1500 ","263.3000 ","267.0500 ","264.8000 ","264.8000 ","0","11.35","9.80","11.43"
10-31-2000,"264.5500 ","263.6000 ","265.8500 ","265.1500 ","265.1500 ","0","11.40","9.80","11.44"
10-30-2000,"264.4200 ","264.3500 ","266.2300 ","264.5000 ","264.5000 ","0","11.32","10.09","11.48"
10-27-2000,"265.1500 ","262.2700 ","266.9500 ","264.5500 ","264.5500 ","0","11.32","10.10","11.49"
10-26-2000,"266.7500 ","264.4800 ","267.4800 ","265.1500 ","265.1500 ","0","11.85","10.10","11.52"
10-25-2000,"270.2500 ","266.1500 ","270.5300 ","266.7500 ","266.7500 ","0","13.24","10.06","11.63"
10-24-2000,"270.2500 ","269.8000 ","271.6500 ","270.6500 ","270.6500 ","0","12.35","9.66","11.48"
10-23-2000,"271.1500 ","270.1000 ","272.8500 ","270.2500 ","270.2500 ","0","12.68","9.69","11.48"
10-20-2000,"270.8500 ","270.2000 ","271.7500 ","271.5500 ","271.5500 ","0","12.73","9.67","11.60"
10-19-2000,"270.6500 ","270.1500 ","271.8500 ","270.8000 ","270.8000 ","0","12.80","9.64","11.60"
10-18-2000,"271.2000 ","269.9000 ","273.9500 ","270.6500 ","270.6500 ","0","13.31","9.67","11.67"
10-17-2000,"272.0500 ","269.4500 ","272.2500 ","271.2500 ","271.2500 ","0","13.30","9.66","11.69"
10-16-2000,"272.6500 ","270.8500 ","273.0500 ","272.0000 ","272.0000 ","0","13.29","9.69","11.68"
10-13-2000,"276.6500 ","271.6500 ","277.6500 ","272.6500 ","272.6500 ","0","13.27","9.98","11.68"
10-12-2000,"271.1000 ","270.3500 ","277.0500 ","276.5500 ","276.5500 ","0","12.23","9.61","11.51"
10-11-2000,"272.7500 ","270.5500 ","275.1000 ","271.1500 ","271.1500 ","0","10.08","8.87","11.16"
10-10-2000,"270.6500 ","268.7500 ","273.3500 ","272.7500 ","272.7500 ","0","9.89","8.85","11.14"
10-09-2000,"269.9000 ","269.6000 ","271.2000 ","270.6000 ","270.6000 ","0","9.47","8.68","11.09"
10-06-2000,"269.5500 ","269.2800 ","271.5000 ","269.6500 ","269.6500 ","0","9.39","8.74","11.09"
10-05-2000,"270.8500 ","269.2500 ","272.1500 ","269.6500 ","269.6500 ","0","9.40","8.77","11.09"
10-04-2000,"272.1500 ","270.0500 ","272.5000 ","270.7500 ","270.7500 ","0","9.40","8.76","11.08"
10-03-2000,"273.4500 ","271.7500 ","273.7000 ","272.2500 ","272.2500 ","0","9.38","8.70","11.05"
10-02-2000,"274.4000 ","272.8300 ","274.7500 ","273.4500 ","273.4500 ","0","9.30","8.68","11.09"
09-29-2000,"276.0500 ","272.7000 ","276.1800 ","274.2500 ","274.2500 ","0","9.34","9.03","11.08"
09-28-2000,"278.5500 ","275.2500 ","278.8000 ","275.2500 ","275.2500 ","0","10.42","9.01","11.08"
09-27-2000,"274.3500 ","274.0000 ","279.5300 ","278.5800 ","278.5800 ","0","9.45","8.74","11.05"
09-26-2000,"274.3500 ","273.8500 ","275.6500 ","274.3500 ","274.3500 ","0","7.92","8.13","11.29"
09-25-2000,"272.1500 ","272.0500 ","274.4500 ","274.3000 ","274.3000 ","0","7.92","8.41","11.29"
09-22-2000,"270.9000 ","270.4500 ","276.0300 ","272.1500 ","272.1500 ","0","7.60","9.51","11.30"
09-21-2000,"269.3500 ","268.7000 ","271.2500 ","270.6500 ","270.6500 ","0","7.67","9.56","11.28"
09-20-2000,"271.8000 ","269.2000 ","273.1500 ","269.3500 ","269.3500 ","0","8.06","9.53","11.35"
09-19-2000,"271.7500 ","270.8500 ","273.0500 ","272.1500 ","272.1500 ","0","7.49","9.47","11.27"
09-18-2000,"272.0500 ","271.4500 ","274.5300 ","271.8000 ","271.8000 ","0","7.62","9.46","11.50"
09-15-2000,"272.5500 ","270.9500 ","273.7500 ","272.4500 ","272.4500 ","0","7.66","9.46","11.51"
09-14-2000,"272.8500 ","271.9500 ","274.3500 ","272.5500 ","272.5500 ","0","7.71","9.46","11.54"
09-13-2000,"273.1000 ","272.0700 ","274.1500 ","272.7500 ","272.7500 ","0","8.46","9.65","11.56"
09-12-2000,"273.2500 ","272.5000 ","275.7000 ","273.0000 ","273.0000 ","0","8.46","9.65","11.65"
09-11-2000,"272.9500 ","272.1000 ","274.2500 ","273.4300 ","273.4300 ","0","8.45","9.72","11.71"
09-08-2000,"273.5500 ","271.5000 ","274.8000 ","273.0500 ","273.0500 ","0","9.00","10.64","11.74"
09-07-2000,"274.0500 ","272.5000 ","274.6000 ","273.8000 ","273.8000 ","0","8.96","10.65","11.79"
09-06-2000,"275.6000 ","273.4500 ","276.5000 ","274.4500 ","274.4500 ","0","9.02","10.87","11.78"
09-05-2000,"277.0500 ","274.8500 ","277.3500 ","275.5500 ","275.5500 ","0","8.93","10.86","11.80"
09-04-2000,"277.2000 ","276.7000 ","278.1500 ","277.0000 ","277.0000 ","0","8.69","10.91","11.82"
09-01-2000,"277.7500 ","276.4500 ","278.8300 ","276.7500 ","276.7500 ","0","8.73","11.01","11.86"
08-31-2000,"274.1500 ","273.2500 ","278.7500 ","277.8500 ","277.8500 ","0","9.81","11.29","11.95"
08-30-2000,"273.2000 ","272.5300 ","274.2500 ","274.2000 ","274.2000 ","0","8.58","11.40","12.04"
08-29-2000,"274.0500 ","272.6000 ","275.1800 ","273.4500 ","273.4500 ","0","8.50","12.92","12.36"
08-28-2000,"274.0000 ","273.3000 ","274.6000 ","274.1500 ","274.1500 ","0","8.56","12.92","12.37"
08-25-2000,"272.9500 ","272.5000 ","274.8500 ","274.2500 ","274.2500 ","0","8.56","12.95","12.37"
08-24-2000,"271.2500 ","270.5000 ","273.2500 ","272.9500 ","272.9500 ","0","8.41","12.93","12.36"
08-23-2000,"273.7500 ","270.8500 ","274.1000 ","271.2500 ","271.2500 ","0","8.09","12.87","12.37"
08-22-2000,"275.1500 ","273.1500 ","275.8000 ","273.7500 ","273.7500 ","0","7.57","12.82","12.31"
08-21-2000,"276.7000 ","274.5000 ","277.3000 ","275.2500 ","275.2500 ","0","7.47","13.00","12.30"
08-18-2000,"277.6500 ","275.5000 ","277.7500 ","276.6500 ","276.6500 ","0","7.32","12.97","12.59"
08-17-2000,"277.5000 ","276.7500 ","278.9000 ","277.6500 ","277.6500 ","0","7.40","12.99","12.60"
08-16-2000,"274.6500 ","274.6500 ","277.6000 ","277.2000 ","277.2000 ","0","8.48","13.02","12.74"
08-15-2000,"274.7500 ","274.1500 ","275.2500 ","274.6500 ","274.6500 ","0","7.66","12.91","12.67"
08-14-2000,"274.7500 ","274.1500 ","276.6500 ","274.8000 ","274.8000 ","0","8.36","12.91","12.68"
08-11-2000,"272.7500 ","272.6000 ","275.5500 ","275.1500 ","275.1500 ","0","8.53","13.02","12.87"
08-10-2000,"272.3000 ","271.3000 ","273.5000 ","272.7500 ","272.7500 ","0","7.77","12.89","12.82"
08-09-2000,"273.2000 ","271.3000 ","273.6500 ","272.2500 ","272.2500 ","0","7.91","12.90","12.83"
08-08-2000,"273.6000 ","272.0000 ","274.8500 ","273.2500 ","273.2500 ","0","7.96","12.88","13.13"
08-07-2000,"272.8500 ","272.2500 ","274.2000 ","273.7500 ","273.7500 ","0","8.02","12.94","13.18"
08-04-2000,"274.1000 ","272.4500 ","275.4000 ","273.5000 ","273.5000 ","0","7.99","12.94","13.29"
08-03-2000,"277.3500 ","272.8500 ","278.2800 ","273.9500 ","273.9500 ","0","7.99","12.94","13.85"
08-02-2000,"277.5000 ","276.4500 ","279.1000 ","277.5500 ","277.5500 ","0","8.03","12.78","13.96"
08-01-2000,"277.5000 ","276.5000 ","278.6000 ","277.3500 ","277.3500 ","0","7.99","12.80","13.96"
07-31-2000,"278.4000 ","276.5000 ","278.5500 ","277.2500 ","277.2500 ","0","7.98","12.86","14.36"
07-28-2000,"278.4500 ","277.8000 ","279.5300 ","278.3800 ","278.3800 ","0","8.01","13.05","18.05"
07-27-2000,"279.7500 ","277.9500 ","281.2300 ","278.5000 ","278.5000 ","0","8.69","13.10","18.10"
07-26-2000,"279.0500 ","278.7000 ","280.5500 ","279.7500 ","279.7500 ","0","12.26","13.06","18.12"
07-25-2000,"279.2500 ","278.1000 ","281.6500 ","279.0500 ","279.0500 ","0","12.53","13.31","18.13"
07-24-2000,"280.2500 ","279.0500 ","280.8500 ","279.2500 ","279.2500 ","0","12.60","13.34","18.13"
07-21-2000,"280.2500 ","279.0000 ","281.5000 ","280.3500 ","280.3500 ","0","12.87","13.44","18.20"
07-20-2000,"279.1500 ","277.8000 ","281.2000 ","280.2500 ","280.2500 ","0","12.87","13.48","18.21"
07-19-2000,"283.1300 ","277.8300 ","283.1300 ","279.1500 ","279.1500 ","0","12.75","13.46","18.21"
07-18-2000,"283.5500 ","282.1000 ","284.1000 ","282.6500 ","282.6500 ","0","12.07","13.22","18.12"
07-17-2000,"280.4500 ","280.4500 ","284.1500 ","283.6000 ","283.6000 ","0","12.52","13.21","18.13"
07-14-2000,"280.5000 ","279.9000 ","281.4500 ","281.3000 ","281.3000 ","0","12.07","13.12","18.10"
07-13-2000,"280.6500 ","279.9000 ","281.8500 ","280.2500 ","280.2500 ","0","12.04","13.10","18.10"
07-12-2000,"282.6000 ","279.5000 ","283.5000 ","280.6000 ","280.6000 ","0","14.39","13.12","18.10"
07-11-2000,"284.0500 ","282.0000 ","284.3000 ","282.5500 ","282.5500 ","0","14.26","13.07","18.15"
07-10-2000,"283.7500 ","283.5000 ","285.4000 ","283.9500 ","283.9500 ","0","14.66","13.03","18.14"
07-07-2000,"283.2000 ","281.9500 ","284.7500 ","283.6500 ","283.6500 ","0","14.68","13.03","18.14"
07-06-2000,"284.1500 ","282.3500 ","285.8500 ","283.6500 ","283.6500 ","0","14.92","13.03","18.17"
07-05-2000,"286.7500 ","284.0000 ","287.9500 ","284.2500 ","284.2500 ","0","15.14","13.10","18.17"
07-04-2000,"287.8500 ","286.3000 ","288.3000 ","288.0500 ","288.0500 ","0","15.08","12.82","18.09"
07-03-2000,"288.9500 ","287.8500 ","289.8300 ","288.3500 ","288.3500 ","0","15.90","12.84","18.09"
06-30-2000,"289.4000 ","287.8000 ","290.3000 ","289.5300 ","289.5300 ","0","18.65","12.99","18.09"
06-29-2000,"292.7500 ","288.2000 ","292.7500 ","289.2500 ","289.2500 ","0","18.64","13.71","18.09"
06-28-2000,"286.1500 ","285.4500 ","293.1000 ","292.6500 ","292.6500 ","0","18.06","13.51","18.05"
06-27-2000,"283.9500 ","283.1000 ","286.1500 ","286.0500 ","286.0500 ","0","16.62","12.84","18.08"
06-26-2000,"283.1500 ","282.0500 ","284.7000 ","284.0000 ","284.0000 ","0","16.55","12.77","18.06"
06-23-2000,"285.6000 ","282.5000 ","286.7000 ","283.1500 ","283.1500 ","0","16.64","12.95","18.05"
06-22-2000,"286.1500 ","284.9800 ","289.4500 ","285.6500 ","285.6500 ","0","16.94","12.84","18.05"
06-21-2000,"286.2500 ","285.8500 ","287.5800 ","286.1500 ","286.1500 ","0","16.96","13.28","18.05"
06-20-2000,"286.1500 ","285.4000 ","287.6000 ","286.1500 ","286.1500 ","0","17.13","13.31","18.07"
06-19-2000,"289.1500 ","285.4500 ","289.1500 ","286.2500 ","286.2500 ","0","17.15","13.35","18.07"
06-16-2000,"289.5500 ","288.4500 ","292.0000 ","289.2500 ","289.2500 ","0","16.54","13.25","18.01"
06-15-2000,"291.7500 ","286.5500 ","293.2500 ","289.8500 ","289.8500 ","0","16.48","13.38","18.01"
06-14-2000,"285.8000 ","285.3500 ","292.0000 ","291.7500 ","291.7500 ","0","16.62","13.39","17.99"
06-13-2000,"286.5000 ","284.6500 ","294.0500 ","285.7500 ","285.7500 ","0","15.27","12.81","17.82"
06-12-2000,"283.9000 ","283.2500 ","286.9000 ","286.8000 ","286.8000 ","0","15.23","12.89","17.82"
06-09-2000,"284.4500 ","283.5000 ","286.8000 ","283.8500 ","283.8500 ","0","14.91","12.72","17.78"
06-08-2000,"287.4000 ","283.7500 ","288.2000 ","284.4500 ","284.4500 ","0","15.11","12.77","17.78"
06-07-2000,"289.5000 ","284.3000 ","289.5000 ","286.7000 ","286.7000 ","0","14.75","12.73","17.80"
06-06-2000,"285.4500 ","283.8000 ","291.1500 ","289.0000 ","289.0000 ","0","14.33","12.72","17.76"
06-05-2000,"281.0500 ","279.0500 ","286.2500 ","285.4500 ","285.4500 ","0","14.23","12.66","17.69"
06-02-2000,"272.9000 ","272.5500 ","282.9500 ","281.1500 ","281.1500 ","0","13.34","12.74","17.57"
06-01-2000,"272.2000 ","271.9000 ","273.9500 ","272.8000 ","272.8000 ","0","8.12","11.83","17.16"
05-31-2000,"273.1000 ","271.8000 ","273.3000 ","272.1000 ","272.1000 ","0","9.21","11.83","17.25"
05-30-2000,"272.1000 ","272.1000 ","274.8000 ","273.2000 ","273.2000 ","0","9.36","11.82","17.93"
05-29-2000,"272.7000 ","272.1500 ","273.8000 ","272.1500 ","272.1500 ","0","9.26","11.80","18.02"
05-26-2000,"270.3000 ","270.0500 ","273.2000 ","272.2500 ","272.2500 ","0","10.22","11.89","18.20"
05-25-2000,"273.5000 ","269.4500 ","274.7000 ","270.3000 ","270.3000 ","0","9.97","11.78","18.30"
05-24-2000,"273.9000 ","272.6500 ","274.4500 ","273.5500 ","273.5500 ","0","9.62","11.59","18.23"
05-23-2000,"275.8000 ","273.6500 ","277.0000 ","274.2500 ","274.2500 ","0","9.71","12.18","18.23"
05-22-2000,"274.1000 ","273.6000 ","276.9000 ","275.6500 ","275.6500 ","0","9.59","12.18","18.44"
05-19-2000,"273.4000 ","272.4500 ","274.7000 ","274.2500 ","274.2500 ","0","9.36","12.39","18.43"
05-18-2000,"273.6300 ","272.2500 ","274.2500 ","273.3500 ","273.3500 ","0","9.24","12.36","18.42"
05-17-2000,"275.5000 ","272.0000 ","275.6000 ","273.3500 ","273.3500 ","0","9.24","12.37","18.43"
05-16-2000,"275.5000 ","274.9800 ","277.4000 ","275.6500 ","275.6500 ","0","8.88","12.73","18.47"
05-15-2000,"276.5000 ","273.9000 ","277.0000 ","275.4500 ","275.4500 ","0","8.93","12.77","18.47"
05-12-2000,"276.0000 ","275.7000 ","277.3000 ","276.1500 ","276.1500 ","0","9.06","12.79","18.47"
05-11-2000,"277.6500 ","275.4500 ","278.2500 ","275.9500 ","275.9500 ","0","9.05","13.37","18.47"
